id,title,vegetarian,vegan,dairyFree,veryHealthy,veryPopular,lowFodmap,ketogenic,image,aggregateLikes,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,calories,Fat_g,Saturated Fat_g,Carbohydrates_g,Sugar_g,Cholesterol_mg,Sodium_mg,Protein_g,Vitamin B3_mg,Iron_mg,Vitamin B2_mg,Calcium_mg,Vitamin B1_mg,Potassium_mg,Zinc_mg,Magnesium_mg,Vitamin B12_µg,Vitamin B5_mg,Vitamin E_mg,Fiber_g,Vitamin A_IU,Vitamin C_mg,Alcohol_g
1189,Spiced Cod With Broccoli-quinoa Pilaf,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1189-556x370.jpg,296,9,33.01,33.21,33.78,appetizers,"almonds,broccoli,kosher salt,olive oil,onion,paprika,quinoa,raisins,scallions,striped bass",66.56,2.49,0.31,5.69,0.27,18.14,212.3,5.56,0.7,0.64,0.06,16.6,0.05,140.73,0.37,28.61,0.87,0.26,0.88,0.98,85.9,5.71,0
1190,Sauteed Fish Stew,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1190-556x370.jpg,0,100,51.16,35.05,13.79,"lunch,main_dish,dinner","clams,fennel,fish stock,garlic,olive oil,onions,red bell pepper,sea bass,sea scallops,shrimp,snapper,squid,tarragon,thyme,tomatoes,yellow bell pepper",548.79,21.03,3.41,18.61,10.23,204.29,263.64,69.08,6.11,3.34,0.2,139.9,0.39,1869.55,2.02,163.83,11.74,3.05,5.83,4.98,4262.81,131.67,0
1191,Steamed Whole Fish with Scallions and Ginger,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1191-556x370.jpg,0,82,50.38,46.27,3.35,"lunch,main_dish,dinner","fresh ginger,salmon,scallions,sea salt,sesame oil,soy ,vegetable oil,wine",383.17,18.96,5.24,3.09,0.83,124.74,800.99,46.45,18.35,2.43,0.9,47.58,0.53,1218.61,1.61,76.51,7.21,3.84,0.29,0.77,330,4.69,0.78
1192,Roasted Halibut with Wine-Braised Fennel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1192-556x370.jpg,0,40,46.01,34.25,19.74,"lunch,main_dish,dinner","bay leaves,crushed red pepper,dry white wine,fennel bulbs,golden raisins,olive oil,salt and pepper,shallot,striped bass,water",335.86,11.68,1.94,15.15,4.29,151.2,390.3,35.31,4.85,2.78,0.11,95.08,0.21,1057.51,1.08,102.75,7.22,1.73,1.05,4.04,353.81,14.58,4.12
1193,Grilled Fish with  au Chien,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1193-556x370.jpg,0,61,45.43,30.76,23.81,"lunch,main_dish,dinner","chives,fish,flat-leaf parsley,flour,garlic cloves,habanero chile,lime juice,olive oil,onion,salt and pepper,thyme,vegetable oil,white rice",847.63,28.96,15.11,50.43,0.61,226.8,434.1,96.22,19.42,3.86,0.39,68.41,0.35,1475.19,2.16,140.29,7.17,2.78,3.41,1.3,186.2,5.92,0
1194,Whole Baked Fish In Sea Salt With Parsley Gremolata,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1194-556x370.jpg,16,26,7.06,66.6,26.34,snack,"bell pepper,coarse sea salt,egg whites,fennel bulb,garlic clove,lemon,lemon wedges,lemon zest,olive oil,parsley,parsley,sea salt,whole fish",187.22,14.57,1.98,12.97,3.81,0.08,117276.5,3.47,1.44,2.98,0.15,141.82,0.07,620.18,0.82,34.89,0,0.53,3.32,4.95,3659.7,133.98,0
1195,Fish Baked In Foil With Fennel And Lime,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1195-556x370.jpg,3,2,1.88,85.24,12.88,snack,"cilantro,dijon mustard,fennel bulb,ground pepper,lime,lime juice,olive oil,red onion,salt,butter,whole fish",305.68,30.24,5.58,10.28,1.75,7.76,270.08,1.5,0.51,0.85,0.04,47.85,0.04,332.75,0.23,17.58,0,0.25,4.07,3.03,255.1,18.79,0
1196,The (not Barefoot) Contessa's Fish Pasta,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1196-556x370.jpg,16,44,40.66,52.45,6.89,"lunch,main_dish,dinner","capers,capers,fish,fish,garlic,linguine,oil cured black olives,olive oil,olive oil,parsley,parsley,salt and pepper,tomatoes,wine",497.43,27.02,4.52,7.99,3.84,113.4,625.39,47.13,9.8,2.34,0.19,56.22,0.15,1070.53,1.12,86.46,3.58,1.27,5.11,2.18,1414.57,22.82,6.14
1197,Cioppino,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://spoonacular.com/recipeImages/1197-556x370.jpg,517,7,53.29,22.08,24.63,appetizers,"bell pepper,broth,canned tomatoes,canned tomatoes,dungeness crab,garlic,garlic,green bell pepper,halibut,halibut,little neck clams,lobster,olive oil,onion,parsley,red wine,salt,salt,salt and pepper,shrimp,shrimp,stock,tomato juice",100.59,2.33,0.37,5.84,3.53,60.24,1429.85,12.64,3.23,0.79,0.05,39.79,0.05,318.53,1.11,26.15,1.82,0.33,0.93,0.58,732.81,9.03,0.68
1198,Sesame-Crusted Fish Fillets with Garlic-Ginger ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1198-556x370.jpg,0,3,6.04,61.85,32.11,,"cornstarch,egg whites,fish fillets,garlic,ginger,oyster ,sesame seeds,sherry,soy ,sugar,vegetable oil,water",356.17,18.04,11.98,21.07,13.79,0.5,1056.7,3.97,1.32,2.07,0.08,108.71,0.09,205.76,0.95,54.54,0,0.17,0.56,1.2,0,1.04,15.14
1199,Thai Roasted Green Fish,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1199-556x370.jpeg,17,38,53.9,38.04,8.06,"lunch,main_dish,dinner","bell pepper,canola oil,fish ,fresh cilantro,fresh mint leaves,light brown sugar,lime juice,red pepper flakes,sesame oil,striped bass",315.29,12.93,1.75,6.17,3.89,181.44,245.46,41.22,5.64,2.51,0.15,51.67,0.27,779.27,1.16,105.51,8.67,1.97,2.57,2.03,2886.19,97.45,0
1200,Mushroom-wine Fish Fillet En Papillote,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1200-556x370.jpg,3,33,56.22,38.42,5.36,"lunch,main_dish,dinner","cream,mushrooms,salt and pepper,sea bass,spring onion,thyme,white wine",241.69,9.69,4.35,3.04,1.09,156.55,320.68,31.92,5.1,2.11,0.24,50.34,0.21,613.08,1,78.56,6.54,1.93,0.2,0.84,528.34,5.26,1.55
1201,Kerala Fish Curry (meen Molee),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1201-556x370.jpg,0,29,3.95,84.95,11.1,snack,"black pepper,canned coconut milk,curry leaves,fish,fresh ginger,garlic,ground coriander,ground cumin,plum tomato,salt,serrano chiles,shallots,turmeric,vegetable oil",380.16,38.27,33.02,11.25,4.99,0.67,215.79,4.01,93.23,2.52,0.03,70.58,0.06,432.35,0.97,55.44,0,0.29,0.7,3.85,515.52,169.74,0
1203,Roasted Cod And Scallions With Spiced Potatoes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1203-556x370.jpg,48,5,41.17,31.78,27.05,appetizers,"chili powder,kosher salt,lemon,olive oil,red potatoes,scallions,striped bass",42.52,1.5,0.25,2.88,0.33,18.14,213.25,4.38,0.67,0.36,0,0,0.04,137.17,0.15,13.08,0.87,0.22,0.17,0.42,51.56,3.51,0
1204,Pan-Fried Snapper with Buttery Parsnip Puree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1204-556x370.jpg,0,47,35.73,25.39,38.88,"lunch,main_dish,dinner","fish fillets,flour,kosher salt,onions,parsnips,bell pepper,butter",425.6,12.18,6.51,41.96,10.95,107.62,300.23,38.56,9.15,2.79,0.32,80.68,0.36,1195.71,1.63,96.9,2.71,1.89,3.81,8.48,2596.09,118.48,0
1205,Grilled Fish With Recado,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1205-556x370.jpg,0,100,50.03,47.68,2.29,"lunch,main_dish,dinner","achiote,heavy cream,olive oil,red onion,salmon",1496.08,76.87,17.06,8.32,3.43,540.71,414.1,181.49,71.41,7.48,3.5,147.15,2.09,4584.95,6.01,273.22,28.9,15.27,1.49,1.36,812.53,6.1,0
1206,Bacon-wrapped Sea Bass,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1206-556x370.jpg,0,57,19.96,79,1.04,"lunch,main_dish,dinner","bacon,bacon,fresh rosemary,fresh rosemary,garlic clove,garlic clove,olive oil,olive oil,olive oil,salt,salt,sea bass",2535.96,220.33,58.78,6.55,0.06,595.19,3033.3,125.24,23.73,5.77,0.43,98.39,1.44,1885,6.04,225.46,19.09,5.39,11.56,0,547.78,1.94,0
1207,"Fish with Tomatoes, Olives and Capers",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1207-556x370.jpeg,89,40,47.85,40.92,11.23,"lunch,main_dish,dinner","baby spinach leaves,black olives,canned diced tomatoes,capers,olive oil,onion,red pepper,salt and pepper,sea bass fillets,white wine",243.59,10.08,1.65,6.22,2.64,113.4,764.87,26.51,3.63,2.47,0.12,71.99,0.19,615.64,0.82,83.12,5.41,1.18,1.97,1.92,1686.16,11.66,3.09
1208,Beer Braised BBQ Pork Butt,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1208-556x370.jpeg,267,47,47.62,33.51,18.87,"lunch,main_dish,dinner","ale,chili powder,dark brown sugar,garlic,garlic powder,ground coriander,ketchup,mustard seed,pepper,pork butt,salt,whole grain dijon mustard,worcestershire ",640.87,22.92,7.76,29.04,17.45,226.8,2944.89,73.28,17.73,6.68,1.56,132.36,2.17,1631.7,13.16,117.08,3.45,6.13,2.37,3.4,940.49,2.87,2.21
1209,Grilled Blackened Sea Bass,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1209-556x370.jpg,0,86,70.3,29.32,0.38,"lunch,main_dish,dinner","black pepper,butter,dill,garlic salt,ground pepper,lemon,paprika,sea bass,thyme leaves",3809.33,118.53,39.94,3.44,0.47,2970.3,5112.53,639.42,76.05,31.41,1.15,571.03,3.62,9344.69,14.65,1452,137.59,27.17,2.16,1.92,6313.89,1.93,0
1210,Nabe (Yosenabe/Japanese Hot Pot),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1210-556x370.jpg,2,88,47.02,26.8,26.18,"lunch,main_dish,dinner","bonito,carrot,chicken leg,clams,dashi,kombu,mirin,napa cabbage,oyster mushrooms,scallops,sea bass,shrimp,soy ,spinach,tofu,water,harusame,negi",754.59,22.57,4.94,49.6,19.25,210.77,6038.6,89.1,18.92,11.72,0.93,662.72,0.45,2742.02,4.75,290.6,6.59,2.78,4.85,8.08,19082.5,80.37,5.9
1211,Caribbean Fish Soup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1211-556x370.jpg,3,19,35.79,47.96,16.25,soup,"bacon,brown sugar,butter,canned tomatoes,caribbean jerk seasoning,celery,chicken broth,green onions,onion,sea bass fillets",342.75,18.36,7.35,13.99,7.53,142.97,818.41,30.83,5.82,3.12,0.16,88.53,0.31,924.3,1.32,89.17,5.58,1.59,1.83,3.27,829.97,21.13,0
1212,Baked Sea Bass With Herb ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1212-556x370.jpg,0,38,31.91,61.45,6.64,"lunch,main_dish,dinner","butter,dried dill weed,fresh chives,fresh parsley,lemon juice,onion,Salt  Pepper,sea bass fillets,water",795.77,54.53,30.96,13.27,4.12,394.17,864.5,63.7,7.7,7.07,0.19,224.76,0.43,1327.99,1.98,186.13,13.09,2.82,1.49,2.97,3776.76,40.49,0
1213,Roasted Sea Bass With Caper ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1213-556x370.jpg,0,100,35.53,53.39,11.08,"lunch,main_dish,dinner","anchovy,capers,capers,dijon mustard,dijon mustard,extra virgin olive oil,extra virgin olive oil,extra virgin olive oil,flour,flour,fresh parsley,fresh parsley,garlic clove,garlic clove,ground pepper,lemon juice,lemon juice,salt,sea bass fillets,sea bass fillets",2614.56,152.75,23.46,71.33,1.46,977.26,2063.51,228.72,33.21,17.54,0.9,283.62,1.95,3464.08,6.21,539.66,46.31,9.75,18.2,4.64,3172.53,46.93,0
1215,Steamed Whole Fish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1215-556x370.jpg,1,7,15.58,3.93,80.49,snack,"asian fish ,cilantro leaves,fish,fresh ginger,garlic cloves,lemongrass,lime zest,scallions",26.03,0.13,0.03,5.96,0.71,0.13,710.49,1.15,0.48,1.48,0.04,26.4,0.02,183.83,0.41,28.29,0,0,0,0.49,190.69,4.37,0
1216,Black-and-Tan Pork With Spicy Ale Slaw,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1216-556x370.jpeg,53,33,28.09,11.19,60.72,"lunch,main_dish,dinner","5 spice powder,carrots,cayenne pepper,cornstarch,dark brown sugar,garlic,garlic,ginger,ginger,green cabbage,honey,honey,india pale ale,kosher salt,olive oil,pork tenderloin,soy ,stout beer,sweet onion,sweet onion,yellow bell peppers",553.87,6.79,2.12,82.91,72.63,110.56,726.8,38.36,12.52,3.01,0.67,90.53,1.77,1074.47,3.66,75.43,0.89,1.84,0.67,3.1,2693.89,80.94,1.66
1217,Pan-fried Cod With Mustard-caper ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1217-556x370.jpg,28,7,40.68,53.06,6.26,appetizers,"bibb lettuce,capers,english cucumber,fresh tarragon,kosher salt,lemon juice,olive oil,red onion,striped bass,whole-grain mustard",50.46,2.97,0.46,0.79,0.3,21.77,236.58,5.12,0.64,0.46,0.02,11.36,0.04,113.92,0.16,14.36,1.04,0.24,0.35,0,432.68,1.23,0
1218,Fish With Olives And Herbes De Provence (poissons Aux Olives Et,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1218-556x370.jpg,3,35,53.19,42.13,4.68,"lunch,main_dish,dinner","dried rosemary,dried thyme,dry savory,oil cured black olives,olive oil,pepper,sea bass,squid,thyme sprigs,tomato",211.62,9.74,1.62,2.43,0.9,125.62,369.6,27.66,3.47,1.79,0.07,43.89,0.17,483.18,0.72,68.96,5.8,1.18,1.34,1.21,516.12,6.01,0
1219,Cooking For Others: Fall Farmers’ Market,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1219-556x370.jpg,4,79,62.18,16.09,21.73,"lunch,main_dish,dinner","broth,fennel bulb,nutmeg,olive oil,orange juice,rockfish,saffron threads,salt,salt,shallot,sweet potatoes,white wine",1149.36,19.64,4.27,59.67,12.79,450,1864.71,170.72,23.68,5.26,1.87,261.81,0.42,4819.25,4.26,327.85,12.51,5.16,4.84,10.95,32514.61,28.99,3.09
1220,Ceviche de Pescado: Two Ways,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1220-556x370.jpg,1,76,41.56,41.45,16.99,"lunch,main_dish,dinner","avocado,beef,beer,butterscotch,cilantro,cilantro,fish,fish,fish,ginger,jalapeno pepper,ketchup,lemon,lemon juice,pot roast,red onion,salt,salt and pepper,saltine crackers,shrimp,soy ,sweet potatoes,tomatoes,white onion,worcestershire ,april 4,august 10,august 25,ceviche de pescado: two ways,cevichefishlemonperuanoperuvian,helga,i made this,january 13,previous post next post,share tweet pin it,you might also like,© - 2013,————",1011.34,46.9,14.07,43.24,14.02,407.46,2345.04,105.82,24.11,10.17,0.86,206.81,0.48,2555.36,18.67,191.96,8.82,4.81,5.39,11.12,10326.56,72.9,0
1221,Gary's Fried Fresh Bass,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1221-556x370.jpg,0,96,10.64,82.64,6.72,"lunch,main_dish,dinner","crisco,flour,paprika,Salt  Pepper,sea bass fillets,whole milk",7072.49,653.19,167.55,119.43,25.1,774.55,902.44,189.29,26.98,14.24,1.73,715.08,2.24,3126.53,6.36,441.22,36.85,13.38,38.45,3.78,2173.45,0,0
1222,Crispy Baked Fish,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1222-556x370.jpg,8,56,33.38,8.44,58.18,"lunch,main_dish,dinner","cornflake crumbs,egg,fish fillets,garlic salt",335.75,3.21,1.08,49.82,5.66,97.62,1087.14,28.59,15.02,17.93,1.02,22,0.84,457.13,1.11,55.02,5.08,0.86,0.64,1.95,1115.77,12.42,0
1223,Fish Stew with Clams,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1223-556x370.jpg,0,63,49.35,32.47,18.18,"lunch,main_dish,dinner","carrot,celery stalk,clams,fresh flat-leaf parsley,garlic,garlic,olive oil,olive oil,onion,pimenton de la vera,plum tomatoes,russet potatoes,saffron,sea bass,sea salt,sea salt,allioli",529.25,18.69,3.24,23.56,2.47,273.42,480.02,63.93,8.59,4.22,0.16,82.83,0.46,1458.11,1.84,168.87,13.47,2.97,1.83,2.36,2058.55,15.16,0
1224,Grilled Fish With Orange-fennel Salsa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1224-556x370.jpg,24,51,32.04,48.42,19.54,"lunch,main_dish,dinner","fennel bulb,fresh cilantro,fresh ginger,garlic clove,olive oil,oranges,red onion,sea bass fillets,soy ,sugar,white wine vinegar",403.15,21.73,3.3,19.73,11.84,136.08,317.54,32.35,4.37,2.23,0.12,99.76,0.27,894.71,0.92,91.5,6.5,1.69,2.7,4.47,466.38,60.7,0
1225,Baked Fish Packets With Broccoli And Squash,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1225-556x370.jpg,35,69,36.53,53.48,9.99,"lunch,main_dish,dinner","broccoli,fish,fresh herbs,garlic,juice of lemon,olive oil,salt and pepper,shallot,summer squash",264.73,16.22,2.64,6.82,2.42,56.7,270.67,24.92,4.97,1.38,0.19,47.56,0.11,640.61,0.75,50.21,1.79,0.92,2.89,1.95,453.36,53.22,0
1226,Salt Crusted Whole Fish,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1226-556x370.jpeg,9,100,50.28,11.16,38.56,"lunch,main_dish,dinner","artichoke hearts,egg whites,fish,flour,garlic,kalamata olives,lemon,parsley,pepper,sea salt,sun-dried tomatoes,water",1069.08,13.14,3.78,102.07,2.98,283.5,113683.58,133.13,30.14,11.09,1.21,180.65,1.26,2181.39,3.28,204.64,9,3.57,2.56,5.02,717.37,18,0
1227,Baked Halibut À La Wolfgang Puck,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/1227-556x370.jpg,4,18,31.51,51.08,17.41,"lunch,main_dish,dinner","fresh basil,green olives,halibut steaks,olive oil,olive oil,Salt  Pepper,tomato  basil ,tomato  basil ",224.04,12.5,1.86,9.59,6.44,41.67,709.86,17.35,5.58,0.8,0.03,42.24,0.04,663.18,0.33,21.73,0.94,0.3,1.99,3.13,726.13,4.62,0
1228,LONG ISLAND BOUILLABAISSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1228-556x370.jpg,0,80,6.43,58.83,34.74,snack,"bay leaf,canned tomatoes,dried basil,fennel bulb,fish,garlic,garlic,jalapeno pepper,leeks,olive oil,olive oil,onion,orange peel,parsley,potato,red bell pepper,saffron,salt and pepper,thyme,water",549.2,38.09,5.27,50.61,17.49,0.17,1229.98,9.37,5.18,8.08,0.27,242.07,0.32,1656.79,1.55,119.36,0,1.43,9.95,11.93,3139.07,113.19,0
1229,Steamed Fish with Scallions and Ginger,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1229-556x370.jpg,0,1,8.62,82.22,9.16,snack,"fish,fresh ginger,peanut oil,scallions,sesame oil,soy ,sugar",77.4,7.29,1.22,1.83,0.67,0.13,811.33,1.72,0.63,0.45,0.03,0,0,56.01,0,7.87,0,0,1.11,0.31,62.31,1.26,0
1230,Foil-Packet Fish With Corn Relish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1230-556x370.jpeg,295,45,41.35,33.91,24.74,"lunch,main_dish,dinner","coriander seeds,fresh cilantro,fresh corn kernels,fresh parsley,ginger,kosher salt,limes,striped bass,tomatoes,vegetable oil",313.61,12.3,6.84,20.2,6.59,136.08,335.65,33.76,5.46,3.24,0.13,71.39,0.32,914.86,1.34,112.69,6.5,1.97,0.94,3.88,2341.64,43.98,0
1231,Grilled Fish Tacos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1231-556x370.jpg,0,31,11.67,71.19,17.14,"lunch,main_dish,dinner","avocados,cabbage,coarse kosher salt,cod fillets,corn tortillas,fresh cilantro,garlic cloves,lime juice,lime wedges,mayonnaise,milk,olive oil,orange juice,oregano,salsa verde,white onion",897.22,72.53,10.97,39.29,11.83,72.66,882.87,26.75,4.93,2.4,0.31,131.4,0.3,1430.33,1.96,109.27,1.12,2.08,7.02,12.42,770.6,64.57,0
1232,Dad's Fish Stew,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://spoonacular.com/recipeImages/1232-556x370.jpg,675,42,37.61,31.92,30.47,appetizers,"bell pepper,canned tomatoes,clam juice,dry white wine,dry white wine,fish fillets,fish fillets,fresh parsley,garlic cloves,garlic cloves,olive oil,onion,onions,oregano,oregano,salt,salt,tabasco ,thyme,tomato,tomato paste,tomato paste",114.74,3.9,0.7,8.39,4.5,22.68,455.99,10.35,2.71,1.21,0.11,35.47,0.08,380.89,0.45,29.04,0.72,0.52,2.08,2.47,2535.99,99.7,0.96
1233,Grilled Fish In A Spicy Citrus Marinade,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1233-556x370.jpg,29,0,2.27,81.07,16.66,,"fish,fresh cilantro,garlic,jalapeno chili,kosher salt,lime,lime juice,lime zest,olive oil,pepper,ginger,yellow onion",22.92,2.18,0.3,1.01,0.24,0.08,194.4,0.14,0,0,0,0,0,0,0,0,0,0,0.35,0,0,2.43,0
1234,Grilled Sea Bass with Thai Chili ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1234-556x370.jpeg,1,23,36.35,37.77,25.88,"lunch,main_dish,dinner","garlic,ginger,lime juice,sea bass fillets,sesame oil,sugar,thai chiles,thai fish ",292.29,12.52,2.03,19.3,11.12,113.4,1619.5,27.1,3.71,1.68,0.09,53.83,0.19,588.01,0.78,102.53,5.51,1.23,0.4,0.68,318.11,56.49,0
1235,Fish With Summer Squash,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1235-556x370.jpg,2,77,69.64,27.48,2.88,"lunch,main_dish,dinner","extra virgin olive oil,fresh mint leaves,garlic,lemon zest,red onion,red wine vinegar,striped bass,water,yellow squash,zucchini",644.81,18.86,3.74,4.46,2.57,480,419.2,107.55,12.99,5.43,0.28,108.85,0.65,1767.05,2.68,255.79,22.92,4.66,0.77,1.19,714.43,15.32,0
1236,Bouillabaisse,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1236-556x370.jpg,10,100,55.54,25.6,18.86,"lunch,main_dish,dinner","baguette,bay leaf,fennel bulbs,fish stock,fresh parsley,fresh thyme,monkfish,mussels,new potatoes,olive oil,pernod,red snapper,saffron threads,tomatoes,whole fish,whole garlic,yellow onions",995.39,26.75,5.39,44.35,4.84,251.72,1480.31,130.6,22.58,6.04,0.57,250.58,0.55,3333.26,3.64,223.93,13.36,3.58,5.81,5.04,1051.94,44.07,5.69
1238,Seafood Stew with Saffron Zabaglione,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1238-556x370.jpg,0,61,23.37,23.63,53,"lunch,main_dish,dinner","baguette,crushed red pepper,dry white wine,egg yolks,littleneck clams,lobster,mussels,olive oil,plum tomatoes,saffron threads,salt and pepper,sea bass,shrimp,squid,yukon gold potatoes",1128.82,28.11,5.54,141.88,4.33,405.67,2513.58,62.57,15.44,13.8,1.03,385.38,1.36,1246.79,6.42,175.73,7.26,2.89,4.71,9.63,766.55,23.82,6.18
1239,Whole Grilled Fiesta Fish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1239-556x370.jpeg,3,45,37.11,46.61,16.28,"lunch,main_dish,dinner","agave,canola oil,fresh cilantro leaves,garlic,grapefruit juice,grapefruit zest,jalapeno,lemon juice,lemon zest,lemons,lime juice,lime zest,olive oil,orange juice,orange zest,sea-salt,striped bass",886.87,46.24,6.31,36.33,21.51,362.87,514.57,82.83,10.18,5.04,0.2,130.53,0.58,1565.72,2.05,205.39,17.33,3.89,6.1,4.54,932.72,124.07,0
1240,Herbed Fish Cakes with Green Horseradish ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1240-556x370.jpg,0,12,63.45,24.16,12.39,appetizers,"coarse kosher salt,fresh cilantro,ground pepper,horseradish ,olive oil,parsley,red onion,striped bass",52.05,1.36,0.27,1.57,0.8,35.28,246.73,8.04,0.98,0.53,0.02,14.55,0.05,150.87,0.25,20.98,1.68,0.36,0,0.4,210.81,4.24,0
1241,"Roast Fish With Cauliflower, Olives  Piquillo Peppers",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1241-556x370.jpg,0,100,46,34.4,19.6,"lunch,main_dish,dinner","cauliflower,chile flakes,cod,extra virgin olive oil,garlic,lemon juice,olive oil,olives,parsley,red bell peppers,salt and pepper",1009.08,39.71,5.9,50.93,19.52,243.81,1303.04,119.48,16.83,6.77,0.96,322.87,0.92,5197.86,5.2,329.43,5.16,7.1,10.32,20.3,1878.69,502.56,0
1242,Pan-cooked Asparagus  Fish Recipe,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/1242-556x370.jpg,32,100,66.57,31.35,2.08,"lunch,main_dish,dinner","asparagus spears,extra virgin olive oil,fennel,juice of lemon,olive oil,red chilli,sea bass,sea-salt,snapper fillets,squid,thyme",1259.85,42.29,6.92,6.31,3.07,403.33,833.52,202.08,5.45,4.55,0.19,326.99,0.63,4228,4.1,340.5,30.26,7.68,13.75,2.15,1875.16,57.93,0
